city,so2,no2,spm,year,lat,lng,radius,avg,date,pop
Naya Nangal,NA,NA,NA,2006,31.3866,76.355,116.584,NA,1/1/2006,0
Naya Nangal,NA,NA,NA,2007,31.3866,76.355,116.584,NA,1/1/2007,0
Naya Nangal,NA,NA,NA,2008,31.3866,76.355,116.584,NA,1/1/2008,0
Naya Nangal,NA,NA,NA,2009,31.3866,76.355,116.584,NA,1/1/2009,0
Naya Nangal,6.84186,16.47907,NA,2010,31.3866,76.355,116.584,11.66047,1/1/2010,0
Naya Nangal,6.941089,17.04109,NA,2011,31.3866,76.355,116.584,11.99109,1/1/2011,0
Naya Nangal,NA,NA,NA,2012,31.3866,76.355,116.584,NA,1/1/2012,0
Naya Nangal,NA,NA,NA,2013,31.3866,76.355,116.584,NA,1/1/2013,0
Naya Nangal,NA,NA,NA,2014,31.3866,76.355,116.584,NA,1/1/2014,0
Naya Nangal,NA,NA,NA,2015,31.3866,76.355,116.584,NA,1/1/2015,0
Amritsar,12.02308,31.34308,NA,2006,31.62234,74.87534,116.584,21.68308,1/1/2006,1132761
Amritsar,NA,NA,NA,2007,31.62234,74.87534,116.584,NA,1/1/2007,1132761
Amritsar,14.63088,34.60809,NA,2008,31.62234,74.87534,116.584,24.61949,1/1/2008,1132761
Amritsar,15.3197,35.9697,NA,2009,31.62234,74.87534,116.584,25.6447,1/1/2009,1132761
Amritsar,14.19091,35.64545,NA,2010,31.62234,74.87534,116.584,24.91818,1/1/2010,1132761
Amritsar,14.28291,36.1519,NA,2011,31.62234,74.87534,116.584,25.21741,1/1/2011,1132761
Amritsar,14.88889,39.19048,NA,2012,31.62234,74.87534,116.584,27.03968,1/1/2012,1132761
Amritsar,NA,NA,NA,2013,31.62234,74.87534,116.584,NA,1/1/2013,1132761
Amritsar,13.3961,40.44156,NA,2014,31.62234,74.87534,116.584,26.91883,1/1/2014,1132761
Amritsar,12.39779,34.60773,NA,2015,31.62234,74.87534,116.584,23.50276,1/1/2015,1132761
Bathinda,10.77692,29.86813,NA,2006,30.20747,74.93893,116.584,20.32253,1/1/2006,285813
Bathinda,NA,NA,NA,2007,30.20747,74.93893,116.584,NA,1/1/2007,285813
Bathinda,NA,NA,NA,2008,30.20747,74.93893,116.584,NA,1/1/2008,285813
Bathinda,NA,NA,NA,2009,30.20747,74.93893,116.584,NA,1/1/2009,285813
Bathinda,9.15625,20.9375,NA,2010,30.20747,74.93893,116.584,15.04688,1/1/2010,285813
Bathinda,9.678947,21.49158,NA,2011,30.20747,74.93893,116.584,15.58526,1/1/2011,285813
Bathinda,NA,NA,NA,2013,30.20747,74.93893,116.584,NA,1/1/2013,285813
Bathinda,NA,NA,NA,2014,30.20747,74.93893,116.584,NA,1/1/2014,285813
Bathinda,5.479675,14.99187,NA,2015,30.20747,74.93893,116.584,10.23577,1/1/2015,285813
Dera Bassi,11.18171,30.84057,NA,2006,30.5887,76.8471,116.584,21.01114,1/1/2006,0
Dera Bassi,NA,NA,NA,2007,30.5887,76.8471,116.584,NA,1/1/2007,0
Dera Bassi,NA,NA,NA,2008,30.5887,76.8471,116.584,NA,1/1/2008,0
Dera Bassi,NA,NA,NA,2009,30.5887,76.8471,116.584,NA,1/1/2009,0
Dera Bassi,10.28947,23.49248,NA,2010,30.5887,76.8471,116.584,16.89098,1/1/2010,0
Dera Bassi,8.94569,21.83103,NA,2011,30.5887,76.8471,116.584,15.38836,1/1/2011,0
Dera Bassi,NA,NA,NA,2012,30.5887,76.8471,116.584,NA,1/1/2012,0
Dera Bassi,NA,NA,NA,2013,30.5887,76.8471,116.584,NA,1/1/2013,0
Dera Bassi,NA,NA,NA,2014,30.5887,76.8471,116.584,NA,1/1/2014,0
Dera Bassi,NA,NA,NA,2015,30.5887,76.8471,116.584,NA,1/1/2015,0
Khanna,NA,NA,NA,2006,30.70547,76.22196,116.584,NA,1/1/2006,128130
Khanna,9.382731,36.53414,NA,2007,30.70547,76.22196,116.584,22.95843,1/1/2007,128130
Khanna,9.69,38.5736,NA,2008,30.70547,76.22196,116.584,24.1318,1/1/2008,128130
Khanna,8.733466,36.14661,NA,2009,30.70547,76.22196,116.584,22.44004,1/1/2009,128130
Khanna,9.143969,31.1751,NA,2010,30.70547,76.22196,116.584,20.15953,1/1/2010,128130
Khanna,11.02072,NA,NA,2011,30.70547,76.22196,116.584,11.02072,1/1/2011,128130
Khanna,NA,NA,NA,2013,30.70547,76.22196,116.584,NA,1/1/2013,128130
Khanna,NA,NA,NA,2014,30.70547,76.22196,116.584,NA,1/1/2014,128130
Khanna,NA,NA,NA,2015,30.70547,76.22196,116.584,NA,1/1/2015,128130
Dera Baba,6.714286,14.19643,NA,2010,32.0322,75.0304,116.584,10.45536,1/1/2010,0
Dera Baba,6.578378,14.24865,NA,2011,32.0322,75.0304,116.584,10.41351,1/1/2011,0
Dera Baba,NA,NA,NA,2012,32.0322,75.0304,116.584,NA,1/1/2012,0
Dera Baba,NA,NA,NA,2013,32.0322,75.0304,116.584,NA,1/1/2013,0
Dera Baba,NA,13.04237,NA,2014,32.0322,75.0304,116.584,13.04237,1/1/2014,0
Dera Baba,NA,NA,NA,2015,32.0322,75.0304,116.584,NA,1/1/2015,0
Sangrur,NA,13.21705,NA,2015,30.24506,75.84488,116.584,13.21705,1/1/2015,88043
Faridkot,NA,13.07216,NA,2015,30.67399,74.75579,116.584,13.07216,1/1/2015,87695
Hoshiarpur,NA,NA,NA,2015,31.53723,75.91269,116.584,NA,1/1/2015,168443
Kota,NA,NA,153.7255,1987,25.18254,75.83907,116.584,153.7255,1/1/1987,1001365
Kota,29.48182,70.08182,NA,1988,25.18254,75.83907,116.584,49.78182,1/1/1988,1001365
Kota,NA,90.1375,216.3958,1989,25.18254,75.83907,116.584,153.2667,1/1/1989,1001365
Kota,15.29667,81.92333,209.6167,1990,25.18254,75.83907,116.584,102.2789,1/1/1990,1001365
Kota,14.13036,77.95714,NA,1991,25.18254,75.83907,116.584,46.04375,1/1/1991,1001365
Kota,13.99412,68.68235,NA,1992,25.18254,75.83907,116.584,41.33824,1/1/1992,1001365
Kota,11.32941,58.76471,NA,1993,25.18254,75.83907,116.584,35.04706,1/1/1993,1001365
Kota,6.744444,64.97778,239,1994,25.18254,75.83907,116.584,103.5741,1/1/1994,1001365
Kota,NA,NA,NA,1995,25.18254,75.83907,116.584,NA,1/1/1995,1001365
Kota,NA,NA,225.8333,1996,25.18254,75.83907,116.584,225.8333,1/1/1996,1001365
Kota,16.53611,48.35833,149.9167,1997,25.18254,75.83907,116.584,71.6037,1/1/1997,1001365
Kota,10,25.54167,269.5833,1998,25.18254,75.83907,116.584,101.7083,1/1/1998,1001365
Kota,4.36129,17.92581,177.3548,1999,25.18254,75.83907,116.584,66.54731,1/1/1999,1001365
Kota,6.6,25.84138,NA,2000,25.18254,75.83907,116.584,16.22069,1/1/2000,1001365
Kota,6.9,26.70833,211.8889,2001,25.18254,75.83907,116.584,81.83241,1/1/2001,1001365
Kota,5.541667,19.77222,22.27778,2002,25.18254,75.83907,116.584,15.86389,1/1/2002,1001365
Kota,6.416961,24.66431,264.6572,2004,25.18254,75.83907,116.584,98.57951,1/1/2004,1001365
Kota,NA,21.83942,NA,2005,25.18254,75.83907,116.584,21.83942,1/1/2005,1001365
Kota,8.426786,24.02786,290.85,2006,25.18254,75.83907,116.584,107.7682,1/1/2006,1001365
Kota,NA,NA,NA,2007,25.18254,75.83907,116.584,NA,1/1/2007,1001365
Kota,NA,NA,NA,2008,25.18254,75.83907,116.584,NA,1/1/2008,1001365
Kota,7.302885,24.34872,210.6731,2009,25.18254,75.83907,116.584,80.77489,1/1/2009,1001365
Kota,10.24319,29.4762,243.5991,2010,25.18254,75.83907,116.584,94.43951,1/1/2010,1001365
Kota,NA,NA,NA,2011,25.18254,75.83907,116.584,NA,1/1/2011,1001365
Kota,NA,NA,NA,2012,25.18254,75.83907,116.584,NA,1/1/2012,1001365
Kota,NA,NA,NA,2013,25.18254,75.83907,116.584,NA,1/1/2013,1001365
Kota,6.657143,35.3873,NA,2014,25.18254,75.83907,116.584,21.02222,1/1/2014,1001365
Kota,NA,NA,NA,2015,25.18254,75.83907,116.584,NA,1/1/2015,1001365
Jaipur,5.861111,13.77778,NA,1990,26.91331,75.78787,116.584,9.819444,1/1/1990,3073350
Jaipur,8.127273,15.2,NA,1991,26.91331,75.78787,116.584,11.66364,1/1/1991,3073350
Jaipur,7.42,26.51333,NA,1992,26.91331,75.78787,116.584,16.96667,1/1/1992,3073350
Jaipur,7.775,21.98056,NA,1993,26.91331,75.78787,116.584,14.87778,1/1/1993,3073350
Jaipur,8.317143,26.30286,NA,1994,26.91331,75.78787,116.584,17.31,1/1/1994,3073350
Jaipur,9.808696,25.87246,220,1995,26.91331,75.78787,116.584,85.22705,1/1/1995,3073350
Jaipur,10.23148,29.43889,281.9074,1996,26.91331,75.78787,116.584,107.1926,1/1/1996,3073350
Jaipur,8.280556,14.64444,NA,1997,26.91331,75.78787,116.584,11.4625,1/1/1997,3073350
Jaipur,9.943939,21.57727,225.5,1998,26.91331,75.78787,116.584,85.67374,1/1/1998,3073350
Jaipur,10.37381,43.20476,271.2143,1999,26.91331,75.78787,116.584,108.2643,1/1/1999,3073350
Jaipur,19.80556,43.425,321.5556,2000,26.91331,75.78787,116.584,128.262,1/1/2000,3073350
Jaipur,10.81667,31.63636,283.9848,2001,26.91331,75.78787,116.584,108.8126,1/1/2001,3073350
Jaipur,11.25797,34.56522,156.3043,2002,26.91331,75.78787,116.584,67.37585,1/1/2002,3073350
Jaipur,10.35069,14.47222,347.9028,2003,26.91331,75.78787,116.584,124.2419,1/1/2003,3073350
Jaipur,6.437299,30.209,252.4469,2004,26.91331,75.78787,116.584,96.36442,1/1/2004,3073350
Jaipur,NA,NA,NA,2005,26.91331,75.78787,116.584,NA,1/1/2005,3073350
Jaipur,NA,NA,305.8133,2006,26.91331,75.78787,116.584,305.8133,1/1/2006,3073350
Jaipur,NA,NA,NA,2007,26.91331,75.78787,116.584,NA,1/1/2007,3073350
Jaipur,NA,NA,NA,2008,26.91331,75.78787,116.584,NA,1/1/2008,3073350
Jaipur,NA,NA,NA,2009,26.91331,75.78787,116.584,NA,1/1/2009,3073350
Jaipur,5.776772,NA,NA,2010,26.91331,75.78787,116.584,5.776772,1/1/2010,3073350
Jaipur,6.82392,36.72259,NA,2011,26.91331,75.78787,116.584,21.77326,1/1/2011,3073350
Jaipur,NA,NA,NA,2012,26.91331,75.78787,116.584,NA,1/1/2012,3073350
Jaipur,7.466205,40.22524,NA,2013,26.91331,75.78787,116.584,23.84572,1/1/2013,3073350
Jaipur,7.080858,42.73762,NA,2014,26.91331,75.78787,116.584,24.90924,1/1/2014,3073350
Jaipur,NA,NA,NA,2015,26.91331,75.78787,116.584,NA,1/1/2015,3073350
Alwar,21,69.04375,386.1875,1992,27.56629,76.6102,116.584,158.7438,1/1/1992,315310
Alwar,28.9875,70.93333,NA,1993,27.56629,76.6102,116.584,49.96042,1/1/1993,315310
Alwar,27.50222,64.10667,NA,1994,27.56629,76.6102,116.584,45.80444,1/1/1994,315310
Alwar,27.90476,68.19762,407.5476,1995,27.56629,76.6102,116.584,167.8833,1/1/1995,315310
Alwar,25.70213,73.04468,391.8298,1996,27.56629,76.6102,116.584,163.5255,1/1/1996,315310
Alwar,NA,NA,307.8958,1997,27.56629,76.6102,116.584,307.8958,1/1/1997,315310
Alwar,18.32083,66.61042,316.9583,1998,27.56629,76.6102,116.584,133.9632,1/1/1998,315310
Alwar,17.52,69.97143,238.4857,1999,27.56629,76.6102,116.584,108.659,1/1/1999,315310
Alwar,19.23404,65.85745,NA,2000,27.56629,76.6102,116.584,42.54574,1/1/2000,315310
Alwar,18.6383,62.91277,313.4894,2001,27.56629,76.6102,116.584,131.6801,1/1/2001,315310
Alwar,18.29348,50.86739,69.58696,2002,27.56629,76.6102,116.584,46.24928,1/1/2002,315310
Alwar,6.537445,11.73128,243.2379,2004,27.56629,76.6102,116.584,87.16887,1/1/2004,315310
Alwar,7.623846,NA,204.9154,2005,27.56629,76.6102,116.584,106.2696,1/1/2005,315310
Alwar,6.594186,NA,NA,2006,27.56629,76.6102,116.584,6.594186,1/1/2006,315310
Alwar,NA,NA,NA,2007,27.56629,76.6102,116.584,NA,1/1/2007,315310
Alwar,NA,NA,263.5458,2008,27.56629,76.6102,116.584,263.5458,1/1/2008,315310
Alwar,NA,NA,NA,2009,27.56629,76.6102,116.584,NA,1/1/2009,315310
Alwar,NA,NA,402.9956,2010,27.56629,76.6102,116.584,402.9956,1/1/2010,315310
Alwar,12.21739,22.03382,NA,2011,27.56629,76.6102,116.584,17.1256,1/1/2011,315310
Alwar,10.47233,22.4127,NA,2012,27.56629,76.6102,116.584,16.44252,1/1/2012,315310
Alwar,NA,NA,NA,2013,27.56629,76.6102,116.584,NA,1/1/2013,315310
Alwar,10.92525,22.71718,NA,2014,27.56629,76.6102,116.584,16.82121,1/1/2014,315310
Alwar,NA,NA,NA,2015,27.56629,76.6102,116.584,NA,1/1/2015,315310
Jodhpur,46.6,50.6,NA,1993,26.26841,73.00594,116.584,48.6,1/1/1993,1033918
Jodhpur,41.00278,31.64167,409.3889,1995,26.26841,73.00594,116.584,160.6778,1/1/1995,1033918
Jodhpur,31.64167,31.37083,355.7083,1996,26.26841,73.00594,116.584,139.5736,1/1/1996,1033918
Jodhpur,7.383333,15.47222,264.5556,1997,26.26841,73.00594,116.584,95.8037,1/1/1997,1033918
Jodhpur,4.196875,14.925,340.0938,1998,26.26841,73.00594,116.584,119.7385,1/1/1998,1033918
Jodhpur,9.766667,23.2375,339.375,1999,26.26841,73.00594,116.584,124.1264,1/1/1999,1033918
Jodhpur,9.1375,18.13333,469.9583,2001,26.26841,73.00594,116.584,165.7431,1/1/2001,1033918
Jodhpur,7.846667,15.81667,33.46667,2002,26.26841,73.00594,116.584,19.04333,1/1/2002,1033918
Jodhpur,6.366667,19.39,334.8767,2004,26.26841,73.00594,116.584,120.2111,1/1/2004,1033918
Jodhpur,8.17823,20.28673,NA,2005,26.26841,73.00594,116.584,14.23248,1/1/2005,1033918
Jodhpur,6.755684,20.79605,NA,2006,26.26841,73.00594,116.584,13.77586,1/1/2006,1033918
Jodhpur,NA,NA,NA,2007,26.26841,73.00594,116.584,NA,1/1/2007,1033918
Jodhpur,NA,NA,NA,2008,26.26841,73.00594,116.584,NA,1/1/2008,1033918
Jodhpur,NA,NA,NA,2009,26.26841,73.00594,116.584,NA,1/1/2009,1033918
Jodhpur,5.758053,22.29818,406.3751,2010,26.26841,73.00594,116.584,144.8104,1/1/2010,1033918
Jodhpur,NA,NA,NA,2011,26.26841,73.00594,116.584,NA,1/1/2011,1033918
Jodhpur,5.420361,22.98358,NA,2013,26.26841,73.00594,116.584,14.20197,1/1/2013,1033918
Jodhpur,6.893617,31.19574,NA,2014,26.26841,73.00594,116.584,19.04468,1/1/2014,1033918
Jodhpur,NA,NA,NA,2015,26.26841,73.00594,116.584,NA,1/1/2015,1033918
Chittorgarh,NA,NA,NA,1995,24.56264,73.6994,116.584,NA,1/1/1995,116406
Chittorgarh,NA,NA,227.625,1996,24.56264,73.6994,116.584,227.625,1/1/1996,116406
Chittorgarh,NA,NA,151,1997,24.56264,73.6994,116.584,151,1/1/1997,116406
Chittorgarh,NA,NA,270.5,1998,24.56264,73.6994,116.584,270.5,1/1/1998,116406
Chittorgarh,34.9,68.35,414.5,1999,24.56264,73.6994,116.584,172.5833,1/1/1999,116406
Udaipur,NA,NA,244.0667,1995,24.57951,73.69051,116.584,244.0667,1/1/1995,451735
Udaipur,NA,NA,323.6111,1996,24.57951,73.69051,116.584,323.6111,1/1/1996,451735
Udaipur,NA,NA,260.3889,1997,24.57951,73.69051,116.584,260.3889,1/1/1997,451735
Udaipur,NA,NA,296.129,1998,24.57951,73.69051,116.584,296.129,1/1/1998,451735
Udaipur,31.87619,89.61429,262.6667,1999,24.57951,73.69051,116.584,128.0524,1/1/1999,451735
Udaipur,NA,45.01852,NA,2000,24.57951,73.69051,116.584,45.01852,1/1/2000,451735
Udaipur,NA,NA,219.8611,2001,24.57951,73.69051,116.584,219.8611,1/1/2001,451735
Udaipur,7.663636,37.2697,21.42424,2002,24.57951,73.69051,116.584,22.11919,1/1/2002,451735
Udaipur,6.508091,NA,291.1909,2004,24.57951,73.69051,116.584,148.8495,1/1/2004,451735
Udaipur,NA,NA,259.3502,2005,24.57951,73.69051,116.584,259.3502,1/1/2005,451735
Udaipur,NA,NA,NA,2006,24.57951,73.69051,116.584,NA,1/1/2006,451735
Udaipur,NA,NA,NA,2007,24.57951,73.69051,116.584,NA,1/1/2007,451735
Udaipur,NA,NA,NA,2008,24.57951,73.69051,116.584,NA,1/1/2008,451735
Udaipur,NA,NA,235.1362,2009,24.57951,73.69051,116.584,235.1362,1/1/2009,451735
Udaipur,6.154829,34.26475,NA,2010,24.57951,73.69051,116.584,20.20979,1/1/2010,451735
Udaipur,5.947712,32.30719,NA,2011,24.57951,73.69051,116.584,19.12745,1/1/2011,451735
Udaipur,5.932258,31.14297,NA,2012,24.57951,73.69051,116.584,18.53761,1/1/2012,451735
Udaipur,NA,NA,NA,2013,24.57951,73.69051,116.584,NA,1/1/2013,451735
Udaipur,5.69103,31.81063,NA,2014,24.57951,73.69051,116.584,18.75083,1/1/2014,451735
Udaipur,5.932692,32.75321,NA,2015,24.57951,73.69051,116.584,19.34295,1/1/2015,451735
Gangtok,19.8,26.8,75,2007,27.32574,88.61216,116.584,40.53333,1/1/2007,100286
Madras,18.98889,1.022222,158.5556,1987,13.08472,80.2675,116.584,59.52222,1/1/1987,6839
Madras,15.43455,11.48182,137.9818,1988,13.08472,80.2675,116.584,54.96606,1/1/1988,6839
Madras,NA,26.08571,NA,1989,13.08472,80.2675,116.584,26.08571,1/1/1989,6839
Madras,18.37692,21.29451,119.1429,1990,13.08472,80.2675,116.584,52.9381,1/1/1990,6839
Madras,13.21556,19.13778,NA,1991,13.08472,80.2675,116.584,16.17667,1/1/1991,6839
Madras,10.4,11.48276,NA,1992,13.08472,80.2675,116.584,10.94138,1/1/1992,6839
Madras,9.083333,16.41389,NA,1993,13.08472,80.2675,116.584,12.74861,1/1/1993,6839
Madras,NA,NA,69.45,1994,13.08472,80.2675,116.584,69.45,1/1/1994,6839
Madras,19.8058,16.75217,129.6087,1995,13.08472,80.2675,116.584,55.38889,1/1/1995,6839
Madras,8.013889,9.165278,122.4028,1996,13.08472,80.2675,116.584,46.52731,1/1/1996,6839
Madras,NA,12.40972,111.8889,1997,13.08472,80.2675,116.584,62.14931,1/1/1997,6839
Madras,NA,15.1377,120.3934,1998,13.08472,80.2675,116.584,67.76557,1/1/1998,6839
Madras,12.02121,10.68182,88.12121,1999,13.08472,80.2675,116.584,36.94141,1/1/1999,6839
Madras,NA,NA,93.80328,2000,13.08472,80.2675,116.584,93.80328,1/1/2000,6839
Madras,15.65072,18.1087,96.21739,2001,13.08472,80.2675,116.584,43.3256,1/1/2001,6839
Madras,20.79861,16.53472,98,2002,13.08472,80.2675,116.584,45.11111,1/1/2002,6839
Turicorin,1.825,13.4375,45.875,1988,8.7642,78.1348,116.584,20.37917,1/1/1988,410760
Turicorin,14.94545,12.24545,42.45455,1989,8.7642,78.1348,116.584,23.21515,1/1/1989,410760
Turicorin,19.05455,8.6,43.63636,1990,8.7642,78.1348,116.584,23.76364,1/1/1990,410760
Turicorin,14.88182,10.02727,51.54545,1991,8.7642,78.1348,116.584,25.48485,1/1/1991,410760
Tuticorin,NA,NA,91.75,1991,8.805038,78.15188,116.584,91.75,1/1/1991,0
Tuticorin,NA,NA,10.57143,1994,8.805038,78.15188,116.584,10.57143,1/1/1994,0
Tuticorin,7.894286,15.91143,52.62857,1995,8.805038,78.15188,116.584,25.4781,1/1/1995,0
Tuticorin,6.163889,11.77222,78.83333,1996,8.805038,78.15188,116.584,32.25648,1/1/1996,0
Tuticorin,NA,NA,64.72222,1997,8.805038,78.15188,116.584,64.72222,1/1/1997,0
Tuticorin,NA,13.54615,72,1998,8.805038,78.15188,116.584,42.77308,1/1/1998,0
Tuticorin,5.690909,10.50606,54.93939,1999,8.805038,78.15188,116.584,23.71212,1/1/1999,0
Tuticorin,NA,30.68824,52.76471,2000,8.805038,78.15188,116.584,41.72647,1/1/2000,0
Tuticorin,10.95312,14.80625,20.15625,2002,8.805038,78.15188,116.584,15.30521,1/1/2002,0
Coimbatore,NA,NA,0,1994,11.00555,76.96612,116.584,0,1/1/1994,1061447
Coimbatore,1.8375,6.225,42.125,1995,11.00555,76.96612,116.584,16.72917,1/1/1995,1061447
Coimbatore,1.166667,2.861905,53.7619,1996,11.00555,76.96612,116.584,19.26349,1/1/1996,1061447
Coimbatore,NA,12.5,111.5833,1997,11.00555,76.96612,116.584,62.04167,1/1/1997,1061447
Coimbatore,NA,16.78889,123.3333,1998,11.00555,76.96612,116.584,70.06111,1/1/1998,1061447
Coimbatore,4.894444,14.20833,53.25,1999,11.00555,76.96612,116.584,24.11759,1/1/1999,1061447
Coimbatore,4.291667,35.99167,48.41667,2000,11.00555,76.96612,116.584,29.56667,1/1/2000,1061447
Coimbatore,NA,37.975,59,2001,11.00555,76.96612,116.584,48.4875,1/1/2001,1061447
Coimbatore,NA,NA,77.08333,2002,11.00555,76.96612,116.584,77.08333,1/1/2002,1061447
Coimbatore,7.214552,39.36194,NA,2004,11.00555,76.96612,116.584,23.28825,1/1/2004,1061447
Coimbatore,NA,42.74262,NA,2005,11.00555,76.96612,116.584,42.74262,1/1/2005,1061447
Coimbatore,NA,NA,NA,2006,11.00555,76.96612,116.584,NA,1/1/2006,1061447
Coimbatore,NA,NA,NA,2007,11.00555,76.96612,116.584,NA,1/1/2007,1061447
Coimbatore,NA,NA,NA,2008,11.00555,76.96612,116.584,NA,1/1/2008,1061447
Coimbatore,NA,NA,NA,2009,11.00555,76.96612,116.584,NA,1/1/2009,1061447
Coimbatore,NA,NA,NA,2010,11.00555,76.96612,116.584,NA,1/1/2010,1061447
Coimbatore,NA,NA,NA,2011,11.00555,76.96612,116.584,NA,1/1/2011,1061447
Coimbatore,NA,NA,NA,2012,11.00555,76.96612,116.584,NA,1/1/2012,1061447
Coimbatore,NA,NA,NA,2013,11.00555,76.96612,116.584,NA,1/1/2013,1061447
Coimbatore,NA,NA,NA,2014,11.00555,76.96612,116.584,NA,1/1/2014,1061447
Coimbatore,NA,NA,NA,2015,11.00555,76.96612,116.584,NA,1/1/2015,1061447
Madurai,NA,25.47,172.5667,1998,9.917347,78.11962,116.584,99.01833,1/1/1998,1016885
Madurai,5.393333,30.18,126.1333,1999,9.917347,78.11962,116.584,53.90222,1/1/1999,1016885
Madurai,4.9625,29.23333,119.6667,2000,9.917347,78.11962,116.584,51.2875,1/1/2000,1016885
Madurai,5.605556,30.67222,134.5278,2001,9.917347,78.11962,116.584,56.93519,1/1/2001,1016885
Madurai,8.791667,31.06944,33.61111,2002,9.917347,78.11962,116.584,24.49074,1/1/2002,1016885
Madurai,12.38655,24.58235,134.9076,2005,9.917347,78.11962,116.584,57.29216,1/1/2005,1016885
Madurai,NA,NA,NA,2006,9.917347,78.11962,116.584,NA,1/1/2006,1016885
Madurai,NA,NA,NA,2007,9.917347,78.11962,116.584,NA,1/1/2007,1016885
Madurai,NA,NA,NA,2008,9.917347,78.11962,116.584,NA,1/1/2008,1016885
Madurai,NA,NA,NA,2009,9.917347,78.11962,116.584,NA,1/1/2009,1016885
Madurai,NA,NA,108.7639,2010,9.917347,78.11962,116.584,108.7639,1/1/2010,1016885
Madurai,11.14041,25.22603,NA,2011,9.917347,78.11962,116.584,18.18322,1/1/2011,1016885
Madurai,10.15358,22.51195,NA,2012,9.917347,78.11962,116.584,16.33276,1/1/2012,1016885
Madurai,14.37716,22.17647,NA,2013,9.917347,78.11962,116.584,18.27682,1/1/2013,1016885
Madurai,13.31973,25.76871,NA,2014,9.917347,78.11962,116.584,19.54422,1/1/2014,1016885
Madurai,13.31667,24.72917,NA,2015,9.917347,78.11962,116.584,19.02292,1/1/2015,1016885
Salem,NA,15.925,125,1998,11.65117,78.15867,116.584,70.4625,1/1/1998,831038
Salem,3.866667,25.36667,79.33333,1999,11.65117,78.15867,116.584,36.18889,1/1/1999,831038
Salem,3.48,15.78,82.8,2000,11.65117,78.15867,116.584,34.02,1/1/2000,831038
Salem,4.254545,9.281818,39,2001,11.65117,78.15867,116.584,17.51212,1/1/2001,831038
Salem,5.291667,21.03333,8.916667,2002,11.65117,78.15867,116.584,11.74722,1/1/2002,831038
Salem,6.7125,36.28214,68.51786,2005,11.65117,78.15867,116.584,37.17083,1/1/2005,831038
Salem,NA,NA,NA,2006,11.65117,78.15867,116.584,NA,1/1/2006,831038
Salem,7.606164,25.11164,NA,2007,11.65117,78.15867,116.584,16.3589,1/1/2007,831038
Salem,NA,NA,NA,2008,11.65117,78.15867,116.584,NA,1/1/2008,831038
Salem,NA,NA,NA,2009,11.65117,78.15867,116.584,NA,1/1/2009,831038
Salem,NA,NA,NA,2010,11.65117,78.15867,116.584,NA,1/1/2010,831038
Salem,8.12782,20.88722,NA,2011,11.65117,78.15867,116.584,14.50752,1/1/2011,831038
Salem,NA,NA,NA,2012,11.65117,78.15867,116.584,NA,1/1/2012,831038
Salem,NA,NA,NA,2013,11.65117,78.15867,116.584,NA,1/1/2013,831038
Salem,8.114504,28.66412,NA,2014,11.65117,78.15867,116.584,18.38931,1/1/2014,831038
Salem,8.556604,27.87736,NA,2015,11.65117,78.15867,116.584,18.21698,1/1/2015,831038
Chennai,5.326373,6.464683,NA,2004,13.08462,80.24836,116.584,5.895528,1/1/2004,4681087
Chennai,NA,NA,147.5836,2005,13.08462,80.24836,116.584,147.5836,1/1/2005,4681087
Chennai,NA,NA,NA,2006,13.08462,80.24836,116.584,NA,1/1/2006,4681087
Chennai,NA,NA,159.9973,2007,13.08462,80.24836,116.584,159.9973,1/1/2007,4681087
Chennai,NA,NA,NA,2008,13.08462,80.24836,116.584,NA,1/1/2008,4681087
Chennai,NA,NA,NA,2009,13.08462,80.24836,116.584,NA,1/1/2009,4681087
Chennai,NA,NA,NA,2010,13.08462,80.24836,116.584,NA,1/1/2010,4681087
Chennai,NA,NA,NA,2011,13.08462,80.24836,116.584,NA,1/1/2011,4681087
Chennai,NA,NA,NA,2012,13.08462,80.24836,116.584,NA,1/1/2012,4681087
Chennai,13.23784,23.20405,NA,2013,13.08462,80.24836,116.584,18.22095,1/1/2013,4681087
Chennai,NA,NA,NA,2014,13.08462,80.24836,116.584,NA,1/1/2014,4681087
Chennai,NA,NA,NA,2015,13.08462,80.24836,116.584,NA,1/1/2015,4681087
Thoothukudi,19.13033,20.10738,NA,2005,8.76735,78.13425,116.584,19.61885,1/1/2005,410760
Thoothukudi,NA,NA,NA,2006,8.76735,78.13425,116.584,NA,1/1/2006,410760
Thoothukudi,NA,NA,NA,2007,8.76735,78.13425,116.584,NA,1/1/2007,410760
Thoothukudi,NA,NA,NA,2008,8.76735,78.13425,116.584,NA,1/1/2008,410760
Thoothukudi,NA,NA,NA,2009,8.76735,78.13425,116.584,NA,1/1/2009,410760
Thoothukudi,NA,NA,NA,2010,8.76735,78.13425,116.584,NA,1/1/2010,410760
Thoothukudi,NA,NA,NA,2011,8.76735,78.13425,116.584,NA,1/1/2011,410760
Thoothukudi,NA,NA,NA,2012,8.76735,78.13425,116.584,NA,1/1/2012,410760
Thoothukudi,NA,NA,NA,2013,8.76735,78.13425,116.584,NA,1/1/2013,410760
Thoothukudi,NA,NA,NA,2014,8.76735,78.13425,116.584,NA,1/1/2014,410760
Thoothukudi,NA,NA,NA,2015,8.76735,78.13425,116.584,NA,1/1/2015,410760
